날짜,리뷰,평점
"TDees, 10/25/20192011ToyotaRAV4Sport 4dr SUV (2.5L 4cyl 4A)","Wow...I love my Rav, even with the old style swing out rear door, its a cool factor and I have the space under the rear floor that is perfect for groceries! Very dependable and nimble around town vehicle, there's just not much to not like about it. I purchased mine used with about 52K miles from the second owner who I knew. They were purchasing a new 2017. 

It was purchased new and serviced from our local Toyota Dealer exclusively and they had all the service records from day/mile one. Over the now eight year history it has never missed a service interval. I purchased the vehicle in October 2016 (cash) and have only replaced the battery, had a break job and just put on new tires at this last service interval at 89K miles. That's it folks...nothing else has been done to it and it gets around 26 mpg consistently. At eight years old it has a few battle scars...what eight year old car doesn't have shopping cart or door dings?! 

When my friend gets ready to trade that 2017...I told him to call me!",5 out of 5 stars
"J HEIDNER, 09/09/20182011ToyotaRAV44dr SUV 4WD (2.5L 4cyl 4A)",Quality is synonymous with Toyota and the RAV 4 is a prime example.  I  had no maintenance issues in the 4 years I owned the RAV4.  This vehicle had great storage space with nooks and crannies everywhere.  Especially useful was the concealed area which other vehicles use to store the spare tire.  I didn't realize how much space I was using until I moved everything to another similar sized SUV.  It didn't fit and I am still frustrated by this.  I loved the moon/sun roof.   The only negative was handling in the winter ice and turning.  I slid through several intersections and just barely avoided an accident with the median on the opposite side of the intersection.,5 out of 5 stars
"Todd, 08/27/20182011ToyotaRAV4Limited 4dr SUV (3.5L 6cyl 5A)",Its a personal preference. Had a truck before this. Overall it's ok. Not really my style of vehicle. At the time of purchase was not really looking for what I bought. Because of mechanical and safety issues with previous vehicle was main reason for buying it.,4 out of 5 stars
"Chopper, 07/23/20182011ToyotaRAV4Limited 4dr SUV (2.5L 4cyl 4A)","This was a wonderful little car for us that we just outgrew. It is the perfect height to get in and out, was super-reliable and easy to handle. The Limited model has many nice features, including leather seats that wore well.",5 out of 5 stars
"Steve, 05/16/20182011ToyotaRAV44dr SUV 4WD (2.5L 4cyl 4A)","We have had the car in the shop several times because of the idiot lights. Have had sensors replaced and they go out for a while and then come back on, disconnected the battery. They go off for a while Nd then come back on. LocL defamer has no idea.",4 out of 5 stars
"Rachelle, 04/30/20182011ToyotaRAV4Sport 4dr SUV (2.5L 4cyl 4A)",Best vehicle I ever owned and I am keeping it till the wheels fall off.  Just love this SUV.,5 out of 5 stars
"Terry, 04/16/20182011ToyotaRAV44dr SUV 4WD (2.5L 4cyl 4A)","Very reliable, good fuel economy",5 out of 5 stars
"Amber, 03/25/20182011ToyotaRAV4Limited 4dr SUV 4WD (3.5L 6cyl 5A)","I have driven three different cars and this one takes the cake! I got the V6 which can be a gas hog with a heavy foot in the city. The interstate gets awesome mileage! The engine shifts very smooth and steering is easy, just like butter and will impress you. I live in the Northeast where the winters can be rough and the 4WD is a dream! The car gives you a lot of confidence in snow as well. It handles well on back roads as it does on the interstate and city. If the car ever breaks down I will not switch to another car!",5 out of 5 stars
"Barb, 03/01/20182011ToyotaRAV44dr SUV 4WD (3.5L 6cyl 5A)",Buy it.  I loved it and passed it on to my granddaughter.,5 out of 5 stars
"Ted, 01/29/20182011ToyotaRAV4Limited 4dr SUV (3.5L 6cyl 5A)","Outstanding power and acceleration.  Good mpg.  Very good features for the time.   I would absolutely by it again, especially with updated features of current model.",4 out of 5 stars
"Happy Hiker, 04/30/2016updated05/02/20172011ToyotaRAV4Sport 4dr SUV 4WD (3.5L 6cyl 5A)","If you're looking for a SUV that handles and drives like a sports car, this is your whip.",5 out of 5 stars
"Tom, 04/18/20172011ToyotaRAV4Sport 4dr SUV 4WD (3.5L 6cyl 5A)","The vehicle is very steady even in sharp turns, as it has electronic stabilization control.  This is also a very powerful, fast vehicle for an SUV!  Only drawback is gas mileage averaged 21 mpg over 39,000 miles.",5 out of 5 stars
"lori webster, 12/04/20162011ToyotaRAV4Limited 4dr SUV 4WD (2.5L 4cyl 4A)",best car you could get...money wise...safety wise....mpg wise......,5 out of 5 stars
"Scotty, 11/19/20162011ToyotaRAV4Limited 4dr SUV 4WD (3.5L 6cyl 5A)","This has been a fantastic vehicle. Has great passing power, great visibility, and of course Toyota reliability.  My girlfriend and I purchased the Rav to replace her 2003 Ford Escape. I drive the Rav 30% of the time and after two years,  there are a few things I have found annoying.  The front seats are as comfortable as bar stools.  There isn't a lot of adjustment for the driver, and none for the passenger.  I'm 6' 1"" - even with the seat all the way back and the thigh support tilted down, I don't have enough room.  We still own the Escape and when we swap back and forth between vehicles, the lack of room and comfort for the front passengers in the Rav is evident. The driver's door and steering wheel controls are not lit.  Why are the foot wells constantly lit, but they couldn't have the window and door lock buttons lit?  We have the limited model which comes with the push button start.  With this option you can't have the stereo on unless the engine is on.  Even with these small complaints, we would purchase again.",5 out of 5 stars
"db, 07/30/20162011ToyotaRAV44dr SUV 4WD (2.5L 4cyl 4A)",Bought last week. Most expensive vehicle I have purchased. Have been sick of buying cheap cars and having in shop more than actually driving. So far love it. Not a fancy interior but functional and easy controls. Outside looks great. Brakes do grind a bit when first take off but once going stops. Live in Upstate Ny so hopefully it will cut through the snow with the 4 wheel drive. Not sure how the automatic 4 wheel drive will work but we will find out.Performance4 out of 5 stars,4 out of 5 stars
"Phil K, 04/20/20162011ToyotaRAV4Sport 4dr SUV 4WD (2.5L 4cyl 4A)","Reliable but dated, tinny, poor material quality. Archaic instrumentation. Interior comfort is well above average.",3 out of 5 stars
"Tim, 04/15/20162011ToyotaRAV4Limited 4dr SUV 4WD (2.5L 4cyl 4A)","So a daughter totaled my awesome 2004 Camry XLE. (She was ok just minor concussion) I research everything even to replace a toaster oven! Decided to replace my old car with a loaded used Rav4 as my wife's car is another sedan (2009 Camry Hybrid) Bought this cream-puff Jan 2016 which oddly was traded in on a new Caddy. One owner, no accidents, well maintained etc with 22k and excellent condition. Have had it for 4 months now and it's everything I had hoped. Got a chance to drive in snow including up a steep hill and it was almost boring how well it gripped even on original OEM tires. Overall just a far smoother ride and better built than a new 2015 and 2016 I had tried. The power is more than adequate and smooth with good handling. A highway trip in heavy rain <>70 mph gave 28 mpg. Running errands in suburbia and commute yields 23-24 mpg. Not bad for what this thing can haul inside and yet still be easy to drive and park. The JBL system sounds decent with FM but awesome with CD or iPod playing. It's not an exciting vehicle to drive but it is very comfortable and pleasant. I'm surprised to read of others with squeaks/rattles as mine has none thankfully as I can't stand that. One negative is the cup holders are poorly placed but hey if that's all I have to complain about I'm a happy camper.",5 out of 5 stars
"Laurie Liguori, 04/12/20162011ToyotaRAV44dr SUV (2.5L 4cyl 4A)",I found this car easy to drive. Very responsive.,5 out of 5 stars
"RSKamath, 03/18/20162011ToyotaRAV4Sport 4dr SUV (3.5L 6cyl 5A)",I bought this car for my wife who loves SUV's and this one is no exception. I bought it 22k miles and it has served both of us very well in the past 2 years. We are now closing on 60k miles and so far we have only had to replace the Stock tires at 30k miles - which was the only bad thing we thought. Other than that we have stuck to a good 6-7k maintenance schedule and haven't had any problems with it. Some cabin noises such as squeaks and the brakes groan a bit.. but apart from that it does what it is built for. The V6 has amazing passing power and can really get off the line pretty quick. I have put the care through the paces and it hasn't let me down so far. Excellent room for moving etc. - we were able to stuff a LOT of furniture in our car and it just drove without even a slight lag. Good gas mileage for an SUV - I average 25 mpg with about 50% highway driving.,4 out of 5 stars
"Tom Harney, 03/13/20162011ToyotaRAV44dr SUV 4WD (3.5L 6cyl 5A)","I was driving at highway speed when a car ran a stop sign and stopped right in front of me.  The anti-locked brakes worked perfectly, allowing a great reduction in speed before impact.  The collapsible front end did what it was supposed to do.  The air bag deployed with no problem.  Car is totaled but I'm untouched.  I loved the car: it had great pickup, was comfortable and roomy and drove well.  I have replaced it with a 2016 RAV4 Hybrid.",5 out of 5 stars
"stephen aronson, 01/26/20162011ToyotaRAV44dr SUV 4WD (2.5L 4cyl 4A)",I bought my rav 4 base model in 2012.  It's an upgraded 4wd base model with a sun roof.  It has great acceleration but am very disappointed with the gas mileage for this vehicle.  It seems to be on the low end of 22mpg and with a small gas tank seem to be at the gas station twice a week for a fill up.  What is even more depressing is the floor carpet in the interior.  On the drivers side the carpet is already torn by the left foot rest.  I never expected that for an owner who takes the best care of a vehicle.  It will cost lots of money to repair it.,3 out of 5 stars
"Michael Hoffman, 07/26/20152011ToyotaRAV44dr SUV 4WD (2.5L 4cyl 4A)","Here's the thing with Toyota.  It's ALWAYS been their thing.  Unless you upgrade to ""Limited"" (or in the old days LE, etc) - you get the cheapest stuff around as far as fit and finish of the interior.  Time was, under the hood all things were equal.  Not anymore.  Anyone who owns the BASE MODEL 4cyl 4WD MUST know how much of a lag there is if you need quick acceleration.  This thing is THE slowest responding dog I've ever driven.  Off the line, it's okay but if you need a passing gear, wow, it's bad.  This is directly the result of Toyota keeping selling costs down but it completely sacrifices the performance not having at least a 5 speed transmission.  I had a 2008 Corolla S before this which had better acceleration.  Thankfully, if you switch the shifter to 'sport' it downshifts more rapidly.  Traction control and safety features are great on this car.  The standard headlights are pathetic.  No fog lights standard either.  I've upgraded to better lights and also have installed foggers.  Makes a major difference.  The wheels are simply painted steel which I was fine with until three years in, they are already rusting.  Again - irritating.  OEM tires (Kumho) were also pure junk.  Finally, the stereo.  Now, I didn't expect a massive sound system but again - always with Toyota - it's not a Limited so they install something you would have found in an American car from 15 years ago.  Piece of absolute junk.  There are component speakers in the front doors and ONE WAY speakers in the back.  The sound in the rear is just terrible.  I've upgraded the rears and it made a good improvement.  A compass on the rearview mirror also would have been handy.  Don't get me wrong, I DO like this SUV.  Overall, I'm picky but those are the things for me that stick out.  It rides smooth, it's ultra reliable, it's quiet, very good in poor driving conditions, love the swinging rear door, plenty of room, AC blows SO COLD, lots of storage.  For those complaining of the cup holders, take the rubber insert out.  Simple.  Those were only there so one COULD use a can if you wanted to.  Also, like that it came standard with electronic fuel economy readings.  We have been driving Toyotas in my family since we owned a 1979 Supra.  Amazingly reliable.",3 out of 5 stars
